BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,RA,Dec,Diameter_U,Diameter_V,Diameter_B,Phi_U,Phi_V,Phi_B,SII,Baseline_Needed,Inverse_Diameter
,,-0.002,111.111,8.54,5.69,6.8,6600.0,14.828,48.721,18h 19m 10.7s,+24° 26′ 46″,0.74,0.48,1.02,1.2764231012063e-08,2.6138883420209586e-07,7.696894633339207e-08,False,283.0218455334405,2.0833333333333335
χ Aquilae,,0.006,24.39,5.8,5.69,5.84,6750.0,18.165,3.12,19h 42m 34.0s,+11° 49′ 36″,0.91,0.46,0.67,1.5921891336435908e-07,2.6138883420209586e-07,1.8634405476982044e-07,False,295.3271431653292,2.1739130434782608
,,-0.0,111.111,8.46,5.69,6.68,20000.0,19.021,26.291,22h 05m 00.5s,+62° 47′ 08″,0.89,0.13,1.22,1.3740250663220962e-08,2.6138883420209586e-07,8.596378738015963e-08,False,1045.0037373542418,7.692307692307692
,,0.006,83.333,5.13,5.69,5.24,7500.0,20.451,49.383,22h 13m 10.6s,+86° 06′ 29″,0.24,0.38,0.23,2.9511729096658315e-07,2.6138883420209586e-07,3.238288528115118e-07,False,357.5012785685564,2.6315789473684212
,,0.017,333.333,6.96,5.69,6.24,10000.0,21.706,41.077,01h 38m 30.9s,+73° 02′ 24″,0.89,0.24,0.84,5.47009231423073e-08,2.6138883420209586e-07,1.2891858833637632e-07,False,566.043691066881,4.166666666666667
μ Fornacis,,0.064,20.0,5.2,5.7,5.26,5900.0,0.105,-48.925,02h 12m 54.5s,-30° 43′ 26″,0.23,0.61,0.23,2.766907595971572e-07,2.58992406965715e-07,3.1791831013822364e-07,False,222.70571451811713,1.639344262295082
,,,35.714,5.24,5.7,5.27,6750.0,1.247,0.974,02h 15m 56.2s,+33° 21′ 32″,0.32,0.46,0.29,2.6668258466830387e-07,2.58992406965715e-07,3.1500361755127725e-07,False,295.3271431653292,2.1739130434782608
μ Hydri,,0.001,25.0,6.99,5.7,6.26,7350.0,7.324,-15.605,02h 31m 40.5s,-79° 06′ 34″,0.87,0.39,0.84,5.3210171124716505e-08,2.58992406965715e-07,1.2656555891627681e-07,False,348.3345791180807,2.564102564102564
,,,20.833,4.78,5.7,5.23,6450.0,10.609,-11.77,03h 00m 52.2s,+52° 21′ 06″,0.19,0.5,0.16,4.0737526466250297e-07,2.58992406965715e-07,3.2682520429492114e-07,False,271.70097171210284,2.0
τ¹ Arietis,,,83.333,4.69,5.7,5.21,10000.0,13.897,53.729,03h 21m 13.6s,+21° 08′ 49″,0.15,0.24,0.13,4.4258292595712463e-07,2.58992406965715e-07,3.3290133849383334e-07,False,566.043691066881,4.166666666666667
,,0.036,38.462,5.69,5.7,5.69,7350.0,18.731,31.927,03h 56m 36.5s,+50° 41′ 43″,0.66,0.39,0.53,1.7619543638807944e-07,2.58992406965715e-07,2.1395160132838214e-07,False,348.3345791180807,2.564102564102564
,,,25.641,4.58,5.7,5.13,6450.0,20.946,-25.704,04h 01m 32.0s,-01° 32′ 59″,0.16,0.5,0.14,4.897727922465811e-07,2.58992406965715e-07,3.583567104594223e-07,False,271.70097171210284,2.0
κ² Tauri,,,142.857,5.63,5.7,5.53,7500.0,21.42,-8.251,04h 25m 25.0s,+22° 11′ 59″,0.4,0.38,0.37,1.862064222184641e-07,2.58992406965715e-07,2.4792227093245827e-07,False,357.5012785685564,2.6315789473684212
,,,47.619,7.05,5.7,6.25,6750.0,23.129,49.296,04h 26m 06.3s,+31° 26′ 20″,1.12,0.46,1.05,5.034944128083973e-08,2.58992406965715e-07,1.277366556141614e-07,False,295.3271431653292,2.1739130434782608
,,0.023,27.778,5.18,5.71,5.25,6450.0,2.687,0.696,05h 23m 27.8s,+57° 32′ 40″,0.32,0.5,0.3,2.8183482487981805e-07,2.566179503062999e-07,3.20859972043623e-07,False,271.70097171210284,2.0
,,0.017,34.483,6.89,5.71,6.24,7200.0,2.993,-24.726,07h 18m 51.2s,-26° 35′ 09″,0.62,0.41,0.61,5.834379245129923e-08,2.566179503062999e-07,1.2891858833637632e-07,False,331.34264842939376,2.4390243902439024
,,0.031,34.483,8.59,5.71,6.76,7500.0,3.311,-17.44,08h 25m 03.7s,-24° 02′ 46″,0.98,0.38,1.34,1.2189745982785067e-08,2.566179503062999e-07,7.98574689564656e-08,False,357.5012785685564,2.6315789473684212
,,,52.632,,5.71,5.53,6600.0,6.163,-21.226,10h 13m 22.8s,-51° 14′ 00″,,0.48,0.37,,2.566179503062999e-07,2.4792227093245827e-07,False,283.0218455334405,2.0833333333333335
,,0.001,20.0,5.19,5.71,5.25,6150.0,6.288,5.1,12h 49m 13.6s,+83° 24′ 46″,0.34,0.56,0.31,2.792509476741818e-07,2.566179503062999e-07,3.20859972043623e-07,False,242.5901533143776,1.7857142857142856
σ Capricorni,,0.025,166.667,8.21,5.71,6.68,5800.0,17.723,24.328,20h 19m 23.6s,-19° 07′ 07″,0.86,0.63,1.08,1.7297950724350586e-08,2.566179503062999e-07,8.596378738015963e-08,False,215.6356918350023,1.5873015873015872
,,-0.0,76.923,8.82,5.71,6.92,8750.0,19.49,-42.554,21h 15m 44.9s,-15° 10′ 17″,5.48,0.29,5.61,9.862673486697586e-09,2.566179503062999e-07,6.891528258839658e-08,False,468.44995122776356,3.4482758620689657
,,0.015,100.0,8.14,5.71,6.65,16000.0,19.91,-7.773,23h 42m 27.9s,-15° 26′ 52″,1.03,0.15,1.24,1.8449927147824408e-08,2.566179503062999e-07,8.837217447548307e-08,False,905.6699057070095,6.666666666666667
,,0.017,50.0,5.21,5.71,5.27,9250.0,20.033,-12.363,01h 10m 39.3s,+68° 46′ 43″,0.32,0.27,0.29,2.7415404346550983e-07,2.566179503062999e-07,3.1500361755127725e-07,False,503.1499476150053,3.7037037037037033
,,,37.037,4.68,5.71,5.22,7350.0,21.4,24.274,03h 23m 13.2s,+49° 12′ 48″,0.15,0.39,0.13,4.4667809535049297e-07,2.566179503062999e-07,3.2984928067724947e-07,False,348.3345791180807,2.564102564102564
,,0.03,200.0,5.66,5.71,5.65,18000.0,21.867,55.797,04h 13m 33.1s,+07° 42′ 58″,0.56,0.13,0.46,1.8113178026245216e-07,2.566179503062999e-07,2.2198086598796244e-07,False,1045.0037373542418,7.692307692307692
,,-0.002,41.667,4.46,5.72,5.12,7500.0,0.225,41.035,05h 47m 42.9s,+13° 53′ 59″,0.13,0.37,0.12,5.47009231423073e-07,2.542652627963859e-07,3.616725442761199e-07,False,367.16347528662544,2.7027027027027026
,,0.034,31.25,5.6,5.72,5.6,6900.0,4.189,5.523,05h 54m 50.2s,-52° 38′ 07″,0.52,0.44,0.43,1.9142323685640078e-07,2.542652627963859e-07,2.3244250189705808e-07,False,308.7511042182987,2.272727272727273
,,0.005,47.619,,5.72,7.9,9250.0,5.787,14.488,06h 36m 32.9s,+38° 26′ 43″,,0.27,1.01,,2.542652627963859e-07,2.7945735312432238e-08,False,503.1499476150053,3.7037037037037033
,,,52.632,5.0,5.72,5.25,7200.0,12.168,5.807,06h 46m 51.1s,-14° 25′ 33″,0.25,0.4,0.23,3.326554596509401e-07,2.542652627963859e-07,3.20859972043623e-07,False,339.6262146401285,2.5
,,0.027,250.0,6.92,5.72,6.21,9750.0,17.786,17.697,07h 58m 20.6s,+02° 13′ 29″,1.05,0.25,0.97,5.6753762131620724e-08,2.542652627963859e-07,1.3253040994125248e-07,False,543.4019434242057,4.0
η Volantis,,0.01,333.333,5.29,5.72,5.3,5800.0,19.812,11.816,08h 22m 04.4s,-73° 24′ 00″,0.31,0.63,0.29,2.546798911792643e-07,2.542652627963859e-07,3.0641889445270547e-07,False,215.6356918350023,1.5873015873015872
,,,18.182,4.62,5.73,5.17,6000.0,6.922,25.376,11h 45m 43.9s,-45° 41′ 24″,0.17,0.58,0.15,4.7205723214860994e-07,2.519341448552129e-07,3.453945983512015e-07,False,234.22497561388178,1.7241379310344829
,,,166.667,8.92,5.73,6.95,20000.0,7.662,-37.861,12h 19m 48.7s,+48° 59′ 03″,2.28,0.12,2.79,8.994865124896287e-09,2.519341448552129e-07,6.703714981366773e-08,False,1132.087382133762,8.333333333333334
,,,38.462,7.06,5.73,6.29,6900.0,11.693,31.746,14h 14m 50.8s,+10° 06′ 02″,1.11,0.43,1.03,4.988783482855847e-08,2.519341448552129e-07,1.2311629606158805e-07,False,315.9313624559336,2.3255813953488373
,,0.015,33.333,7.27,5.73,6.37,7200.0,18.159,3.993,16h 38m 00.4s,+56° 00′ 56″,1.01,0.4,1.0,4.1114466157688216e-08,2.519341448552129e-07,1.1437090070606329e-07,False,339.6262146401285,2.5
ε² Arae,,0.039,32.258,,5.73,5.77,7500.0,18.747,37.594,17h 03m 08.8s,-53° 14′ 13″,,0.37,0.54,,2.519341448552129e-07,1.987538460318086e-07,False,367.16347528662544,2.7027027027027026
,,0.009,27.027,4.88,5.73,5.22,6450.0,19.572,51.237,17h 26m 51.5s,-45° 50′ 37″,0.18,0.5,0.16,3.715306570576829e-07,2.519341448552129e-07,3.2984928067724947e-07,False,271.70097171210284,2.0
